year,quarter,date,newspapers,mood,detrending,val
1898,3,1898 Q3,without Wall Street Journal,positive,Hamilton (2017),NaN
1898,4,1898 Q4,without Wall Street Journal,positive,Hamilton (2017),NaN
1899,1,1899 Q1,without Wall Street Journal,positive,Hamilton (2017),NaN
1899,2,1899 Q2,without Wall Street Journal,positive,Hamilton (2017),NaN
1899,3,1899 Q3,without Wall Street Journal,positive,Hamilton (2017),NaN
1899,4,1899 Q4,without Wall Street Journal,positive,Hamilton (2017),99.14640904286101
1900,1,1900 Q1,without Wall Street Journal,positive,Hamilton (2017),99.19224652376474
1900,2,1900 Q2,without Wall Street Journal,positive,Hamilton (2017),98.96848099224837
1900,3,1900 Q3,without Wall Street Journal,positive,Hamilton (2017),98.97669207321579
1900,4,1900 Q4,without Wall Street Journal,positive,Hamilton (2017),99.35301079542472
1901,1,1901 Q1,without Wall Street Journal,positive,Hamilton (2017),98.9039332796565
1901,2,1901 Q2,without Wall Street Journal,positive,Hamilton (2017),99.14307235371402
1901,3,1901 Q3,without Wall Street Journal,positive,Hamilton (2017),98.9825981377977
1901,4,1901 Q4,without Wall Street Journal,positive,Hamilton (2017),99.45983727648633
1902,1,1902 Q1,without Wall Street Journal,positive,Hamilton (2017),99.05347156597435
1902,2,1902 Q2,without Wall Street Journal,positive,Hamilton (2017),99.0677051620159
1902,3,1902 Q3,without Wall Street Journal,positive,Hamilton (2017),99.1492382691127
1902,4,1902 Q4,without Wall Street Journal,positive,Hamilton (2017),99.17618925628315
1903,1,1903 Q1,without Wall Street Journal,positive,Hamilton (2017),98.90980229578963
1903,2,1903 Q2,without Wall Street Journal,positive,Hamilton (2017),98.614260217937
1903,3,1903 Q3,without Wall Street Journal,positive,Hamilton (2017),98.70224976635332
1903,4,1903 Q4,without Wall Street Journal,positive,Hamilton (2017),98.7110181552717
1904,1,1904 Q1,without Wall Street Journal,positive,Hamilton (2017),98.41395606150652
1904,2,1904 Q2,without Wall Street Journal,positive,Hamilton (2017),98.81132304807419
1904,3,1904 Q3,without Wall Street Journal,positive,Hamilton (2017),98.97826227901797
1904,4,1904 Q4,without Wall Street Journal,positive,Hamilton (2017),99.03885767505594
1905,1,1905 Q1,without Wall Street Journal,positive,Hamilton (2017),98.8475441574991
1905,2,1905 Q2,without Wall Street Journal,positive,Hamilton (2017),99.0714181450191
1905,3,1905 Q3,without Wall Street Journal,positive,Hamilton (2017),99.216976388837125
1905,4,1905 Q4,without Wall Street Journal,positive,Hamilton (2017),99.64602728067018
1906,1,1906 Q1,without Wall Street Journal,positive,Hamilton (2017),98.9579510154605
1906,2,1906 Q2,without Wall Street Journal,positive,Hamilton (2017),99.01080935917497
1906,3,1906 Q3,without Wall Street Journal,positive,Hamilton (2017),99.00128850469243
1906,4,1906 Q4,without Wall Street Journal,positive,Hamilton (2017),99.14759207371036
1907,1,1907 Q1,without Wall Street Journal,positive,Hamilton (2017),98.90242410437482
1907,2,1907 Q2,without Wall Street Journal,positive,Hamilton (2017),98.95996968842556
1907,3,1907 Q3,without Wall Street Journal,positive,Hamilton (2017),98.31012976891753
1907,4,1907 Q4,without Wall Street Journal,positive,Hamilton (2017),99.57968285022872
1908,1,1908 Q1,without Wall Street Journal,positive,Hamilton (2017),99.04787517901491
1908,2,1908 Q2,without Wall Street Journal,positive,Hamilton (2017),99.29072800506987
1908,3,1908 Q3,without Wall Street Journal,positive,Hamilton (2017),98.92211485435699
1908,4,1908 Q4,without Wall Street Journal,positive,Hamilton (2017),99.24282339435433
1909,1,1909 Q1,without Wall Street Journal,positive,Hamilton (2017),99.52354462537807
1909,2,1909 Q2,without Wall Street Journal,positive,Hamilton (2017),99.60681742699101
1909,3,1909 Q3,without Wall Street Journal,positive,Hamilton (2017),99.35973387238386
1909,4,1909 Q4,without Wall Street Journal,positive,Hamilton (2017),99.44954737369461
1910,1,1910 Q1,without Wall Street Journal,positive,Hamilton (2017),99.45519882469897
1910,2,1910 Q2,without Wall Street Journal,positive,Hamilton (2017),99.51570824989946
1910,3,1910 Q3,without Wall Street Journal,positive,Hamilton (2017),99.09491339441594
1910,4,1910 Q4,without Wall Street Journal,positive,Hamilton (2017),99.2710073367625
1911,1,1911 Q1,without Wall Street Journal,positive,Hamilton (2017),99.4927881856815
1911,2,1911 Q2,without Wall Street Journal,positive,Hamilton (2017),99.10916655042283
1911,3,1911 Q3,without Wall Street Journal,positive,Hamilton (2017),98.97289237082907
1911,4,1911 Q4,without Wall Street Journal,positive,Hamilton (2017),99.19055170512203
1912,1,1912 Q1,without Wall Street Journal,positive,Hamilton (2017),98.91781088974697
1912,2,1912 Q2,without Wall Street Journal,positive,Hamilton (2017),99.08935190350506
1912,3,1912 Q3,without Wall Street Journal,positive,Hamilton (2017),99.06494918733623
1912,4,1912 Q4,without Wall Street Journal,positive,Hamilton (2017),99.25867971813457
1913,1,1913 Q1,without Wall Street Journal,positive,Hamilton (2017),99.57172994544345
1913,2,1913 Q2,without Wall Street Journal,positive,Hamilton (2017),99.63948152769586
1913,3,1913 Q3,without Wall Street Journal,positive,Hamilton (2017),99.73194390450476
1913,4,1913 Q4,without Wall Street Journal,positive,Hamilton (2017),99.68630527448579
1914,1,1914 Q1,without Wall Street Journal,positive,Hamilton (2017),99.75215470986345
1914,2,1914 Q2,without Wall Street Journal,positive,Hamilton (2017),99.69592857320374
1914,3,1914 Q3,without Wall Street Journal,positive,Hamilton (2017),100.01023235925811
1914,4,1914 Q4,without Wall Street Journal,positive,Hamilton (2017),100.38606350493427
1915,1,1915 Q1,without Wall Street Journal,positive,Hamilton (2017),100.29763138361187
1915,2,1915 Q2,without Wall Street Journal,positive,Hamilton (2017),99.83221532734795
1915,3,1915 Q3,without Wall Street Journal,positive,Hamilton (2017),100.37612919160526
1915,4,1915 Q4,without Wall Street Journal,positive,Hamilton (2017),100.30866604724568
1916,1,1916 Q1,without Wall Street Journal,positive,Hamilton (2017),100.0194088442114
1916,2,1916 Q2,without Wall Street Journal,positive,Hamilton (2017),99.8176580692026
1916,3,1916 Q3,without Wall Street Journal,positive,Hamilton (2017),99.78083737514774
1916,4,1916 Q4,without Wall Street Journal,positive,Hamilton (2017),99.86672017114455
1917,1,1917 Q1,without Wall Street Journal,positive,Hamilton (2017),100.2789181859213
1917,2,1917 Q2,without Wall Street Journal,positive,Hamilton (2017),101.17192307067195
1917,3,1917 Q3,without Wall Street Journal,positive,Hamilton (2017),100.27253945309994
1917,4,1917 Q4,without Wall Street Journal,positive,Hamilton (2017),101.84509486884167
1918,1,1918 Q1,without Wall Street Journal,positive,Hamilton (2017),100.49056629100085
1918,2,1918 Q2,without Wall Street Journal,positive,Hamilton (2017),101.60544055430472
1918,3,1918 Q3,without Wall Street Journal,positive,Hamilton (2017),101.09215846725294
1918,4,1918 Q4,without Wall Street Journal,positive,Hamilton (2017),101.40701456353644
1919,1,1919 Q1,without Wall Street Journal,positive,Hamilton (2017),101.14408050750401
1919,2,1919 Q2,without Wall Street Journal,positive,Hamilton (2017),101.58453762880765
1919,3,1919 Q3,without Wall Street Journal,positive,Hamilton (2017),100.68165025203038
1919,4,1919 Q4,without Wall Street Journal,positive,Hamilton (2017),101.17030237984025
1920,1,1920 Q1,without Wall Street Journal,positive,Hamilton (2017),101.08562056616901
1920,2,1920 Q2,without Wall Street Journal,positive,Hamilton (2017),100.6774682505398
1920,3,1920 Q3,without Wall Street Journal,positive,Hamilton (2017),100.58265631342452
1920,4,1920 Q4,without Wall Street Journal,positive,Hamilton (2017),100.46264458764672
1921,1,1921 Q1,without Wall Street Journal,positive,Hamilton (2017),100.36776430208667
1921,2,1921 Q2,without Wall Street Journal,positive,Hamilton (2017),100.83300302544518
1921,3,1921 Q3,without Wall Street Journal,positive,Hamilton (2017),100.9507379476128
1921,4,1921 Q4,without Wall Street Journal,positive,Hamilton (2017),100.49759112878266
1922,1,1922 Q1,without Wall Street Journal,positive,Hamilton (2017),100.73210053390662
1922,2,1922 Q2,without Wall Street Journal,positive,Hamilton (2017),100.58003230050801
1922,3,1922 Q3,without Wall Street Journal,positive,Hamilton (2017),100.18642424825597
1922,4,1922 Q4,without Wall Street Journal,positive,Hamilton (2017),100.2232270818684
1923,1,1923 Q1,without Wall Street Journal,positive,Hamilton (2017),100.00600275824034
1923,2,1923 Q2,without Wall Street Journal,positive,Hamilton (2017),99.82720336088155
1923,3,1923 Q3,without Wall Street Journal,positive,Hamilton (2017),100.17290316661986
1923,4,1923 Q4,without Wall Street Journal,positive,Hamilton (2017),99.99976401459858
1924,1,1924 Q1,without Wall Street Journal,positive,Hamilton (2017),100.46383608493693
1924,2,1924 Q2,without Wall Street Journal,positive,Hamilton (2017),100.10510789948694
1924,3,1924 Q3,without Wall Street Journal,positive,Hamilton (2017),99.74573088943932
1924,4,1924 Q4,without Wall Street Journal,positive,Hamilton (2017),100.10565266172446
1925,1,1925 Q1,without Wall Street Journal,positive,Hamilton (2017),100.27353231633205
1925,2,1925 Q2,without Wall Street Journal,positive,Hamilton (2017),100.24788588712923
1925,3,1925 Q3,without Wall Street Journal,positive,Hamilton (2017),99.90024972161606
1925,4,1925 Q4,without Wall Street Journal,positive,Hamilton (2017),100.01293155046915
1926,1,1926 Q1,without Wall Street Journal,positive,Hamilton (2017),100.30997618050878
1926,2,1926 Q2,without Wall Street Journal,positive,Hamilton (2017),100.45103969839347
1926,3,1926 Q3,without Wall Street Journal,positive,Hamilton (2017),100.17883910590434
1926,4,1926 Q4,without Wall Street Journal,positive,Hamilton (2017),100.2519945788848
1927,1,1927 Q1,without Wall Street Journal,positive,Hamilton (2017),100.4971855809549
1927,2,1927 Q2,without Wall Street Journal,positive,Hamilton (2017),100.40610117653591
1927,3,1927 Q3,without Wall Street Journal,positive,Hamilton (2017),100.06404030409897
1927,4,1927 Q4,without Wall Street Journal,positive,Hamilton (2017),100.01722151129765
1928,1,1928 Q1,without Wall Street Journal,positive,Hamilton (2017),100.3789381055582
1928,2,1928 Q2,without Wall Street Journal,positive,Hamilton (2017),99.55775615017339
1928,3,1928 Q3,without Wall Street Journal,positive,Hamilton (2017),99.88937430563517
1928,4,1928 Q4,without Wall Street Journal,positive,Hamilton (2017),99.92807782979236
1929,1,1929 Q1,without Wall Street Journal,positive,Hamilton (2017),100.81730754307281
1929,2,1929 Q2,without Wall Street Journal,positive,Hamilton (2017),100.17958989139163
1929,3,1929 Q3,without Wall Street Journal,positive,Hamilton (2017),100.20651153294752
1929,4,1929 Q4,without Wall Street Journal,positive,Hamilton (2017),100.59742983115194
1930,1,1930 Q1,without Wall Street Journal,positive,Hamilton (2017),100.39676033038938
1930,2,1930 Q2,without Wall Street Journal,positive,Hamilton (2017),100.31620024125115
1930,3,1930 Q3,without Wall Street Journal,positive,Hamilton (2017),100.14679062256378
1930,4,1930 Q4,without Wall Street Journal,positive,Hamilton (2017),100.13440073690327
1931,1,1931 Q1,without Wall Street Journal,positive,Hamilton (2017),100.7528530549902
1931,2,1931 Q2,without Wall Street Journal,positive,Hamilton (2017),100.52157055882739
1931,3,1931 Q3,without Wall Street Journal,positive,Hamilton (2017),100.59034010858149
1931,4,1931 Q4,without Wall Street Journal,positive,Hamilton (2017),101.34928231626468
1932,1,1932 Q1,without Wall Street Journal,positive,Hamilton (2017),101.25017375666451
1932,2,1932 Q2,without Wall Street Journal,positive,Hamilton (2017),101.32480790199224
1932,3,1932 Q3,without Wall Street Journal,positive,Hamilton (2017),102.00982888314223
1932,4,1932 Q4,without Wall Street Journal,positive,Hamilton (2017),101.69129628252252
1933,1,1933 Q1,without Wall Street Journal,positive,Hamilton (2017),102.17433369785792
1933,2,1933 Q2,without Wall Street Journal,positive,Hamilton (2017),102.23891126343366
1933,3,1933 Q3,without Wall Street Journal,positive,Hamilton (2017),102.09827965616951
1933,4,1933 Q4,without Wall Street Journal,positive,Hamilton (2017),102.461184225592
1934,1,1934 Q1,without Wall Street Journal,positive,Hamilton (2017),102.23492925021182
1934,2,1934 Q2,without Wall Street Journal,positive,Hamilton (2017),101.51854846827571
1934,3,1934 Q3,without Wall Street Journal,positive,Hamilton (2017),101.33256665567991
1934,4,1934 Q4,without Wall Street Journal,positive,Hamilton (2017),101.25789988216462
1935,1,1935 Q1,without Wall Street Journal,positive,Hamilton (2017),101.36804362154882
1935,2,1935 Q2,without Wall Street Journal,positive,Hamilton (2017),101.05231542506071
1935,3,1935 Q3,without Wall Street Journal,positive,Hamilton (2017),101.11143877488102
1935,4,1935 Q4,without Wall Street Journal,positive,Hamilton (2017),101.05459036052142
1936,1,1936 Q1,without Wall Street Journal,positive,Hamilton (2017),100.58979602295048
1936,2,1936 Q2,without Wall Street Journal,positive,Hamilton (2017),100.638646358354
1936,3,1936 Q3,without Wall Street Journal,positive,Hamilton (2017),100.694059414951
1936,4,1936 Q4,without Wall Street Journal,positive,Hamilton (2017),100.759384853442
1937,1,1937 Q1,without Wall Street Journal,positive,Hamilton (2017),100.75464058972179
1937,2,1937 Q2,without Wall Street Journal,positive,Hamilton (2017),100.4522347340577
1937,3,1937 Q3,without Wall Street Journal,positive,Hamilton (2017),100.41198250047877
1937,4,1937 Q4,without Wall Street Journal,positive,Hamilton (2017),100.2980837357044
1938,1,1938 Q1,without Wall Street Journal,positive,Hamilton (2017),100.52729467082813
1938,2,1938 Q2,without Wall Street Journal,positive,Hamilton (2017),100.36668149920825
1938,3,1938 Q3,without Wall Street Journal,positive,Hamilton (2017),100.17652366884928
1938,4,1938 Q4,without Wall Street Journal,positive,Hamilton (2017),100.16510043720896
1939,1,1939 Q1,without Wall Street Journal,positive,Hamilton (2017),100.02722714072286
1939,2,1939 Q2,without Wall Street Journal,positive,Hamilton (2017),100.04903999597254
1939,3,1939 Q3,without Wall Street Journal,positive,Hamilton (2017),100.01696723653828
1939,4,1939 Q4,without Wall Street Journal,positive,Hamilton (2017),100.1266728289661
1940,1,1940 Q1,without Wall Street Journal,positive,Hamilton (2017),100.46586722999511
1940,2,1940 Q2,without Wall Street Journal,positive,Hamilton (2017),99.98748160634837
1940,3,1940 Q3,without Wall Street Journal,positive,Hamilton (2017),100.0384072248865
1940,4,1940 Q4,without Wall Street Journal,positive,Hamilton (2017),99.97447407235907
1941,1,1941 Q1,without Wall Street Journal,positive,Hamilton (2017),100.12170783021855
1941,2,1941 Q2,without Wall Street Journal,positive,Hamilton (2017),99.88047523499526
1941,3,1941 Q3,without Wall Street Journal,positive,Hamilton (2017),99.68146131260839
1941,4,1941 Q4,without Wall Street Journal,positive,Hamilton (2017),99.37323847569192
1942,1,1942 Q1,without Wall Street Journal,positive,Hamilton (2017),99.53721615465571
1942,2,1942 Q2,without Wall Street Journal,positive,Hamilton (2017),99.5424116836385
1942,3,1942 Q3,without Wall Street Journal,positive,Hamilton (2017),99.01724243785263
1942,4,1942 Q4,without Wall Street Journal,positive,Hamilton (2017),99.53323532179546
1943,1,1943 Q1,without Wall Street Journal,positive,Hamilton (2017),99.60145035444388
1943,2,1943 Q2,without Wall Street Journal,positive,Hamilton (2017),99.25021510387637
1943,3,1943 Q3,without Wall Street Journal,positive,Hamilton (2017),99.43627056647999
1943,4,1943 Q4,without Wall Street Journal,positive,Hamilton (2017),98.81817898799343
1944,1,1944 Q1,without Wall Street Journal,positive,Hamilton (2017),99.40718891280311
1944,2,1944 Q2,without Wall Street Journal,positive,Hamilton (2017),99.383291231078
1944,3,1944 Q3,without Wall Street Journal,positive,Hamilton (2017),99.38251245204312
1944,4,1944 Q4,without Wall Street Journal,positive,Hamilton (2017),99.62296191074856
1945,1,1945 Q1,without Wall Street Journal,positive,Hamilton (2017),99.49310028711908
1945,2,1945 Q2,without Wall Street Journal,positive,Hamilton (2017),99.85232290912914
1945,3,1945 Q3,without Wall Street Journal,positive,Hamilton (2017),99.79537199802151
1945,4,1945 Q4,without Wall Street Journal,positive,Hamilton (2017),100.24359752223683
1946,1,1946 Q1,without Wall Street Journal,positive,Hamilton (2017),99.61462748695955
1946,2,1946 Q2,without Wall Street Journal,positive,Hamilton (2017),99.63758983322175
1946,3,1946 Q3,without Wall Street Journal,positive,Hamilton (2017),99.06893345542711
1946,4,1946 Q4,without Wall Street Journal,positive,Hamilton (2017),99.4235619335473
1947,1,1947 Q1,without Wall Street Journal,positive,Hamilton (2017),99.56848680963883
1947,2,1947 Q2,without Wall Street Journal,positive,Hamilton (2017),99.32723756056923
1947,3,1947 Q3,without Wall Street Journal,positive,Hamilton (2017),99.38439248172199
1947,4,1947 Q4,without Wall Street Journal,positive,Hamilton (2017),99.61442906396756
1948,1,1948 Q1,without Wall Street Journal,positive,Hamilton (2017),99.92852521939167
1948,2,1948 Q2,without Wall Street Journal,positive,Hamilton (2017),99.62361253727683
1948,3,1948 Q3,without Wall Street Journal,positive,Hamilton (2017),99.80242396836826
1948,4,1948 Q4,without Wall Street Journal,positive,Hamilton (2017),99.71352376632065
1949,1,1949 Q1,without Wall Street Journal,positive,Hamilton (2017),99.91512099416225
1949,2,1949 Q2,without Wall Street Journal,positive,Hamilton (2017),99.69345066054223
1949,3,1949 Q3,without Wall Street Journal,positive,Hamilton (2017),100.09362304941395
1949,4,1949 Q4,without Wall Street Journal,positive,Hamilton (2017),99.3910531903251
1950,1,1950 Q1,without Wall Street Journal,positive,Hamilton (2017),99.33589851834643
1950,2,1950 Q2,without Wall Street Journal,positive,Hamilton (2017),99.37378441248006
1950,3,1950 Q3,without Wall Street Journal,positive,Hamilton (2017),99.42738622996124
1950,4,1950 Q4,without Wall Street Journal,positive,Hamilton (2017),99.44727720791133
1951,1,1951 Q1,without Wall Street Journal,positive,Hamilton (2017),99.37902008219686
1951,2,1951 Q2,without Wall Street Journal,positive,Hamilton (2017),99.51802087390648
1951,3,1951 Q3,without Wall Street Journal,positive,Hamilton (2017),99.685764512861
1951,4,1951 Q4,without Wall Street Journal,positive,Hamilton (2017),99.52817428675618
1952,1,1952 Q1,without Wall Street Journal,positive,Hamilton (2017),99.6257885252358
1952,2,1952 Q2,without Wall Street Journal,positive,Hamilton (2017),99.8538642906723
1952,3,1952 Q3,without Wall Street Journal,positive,Hamilton (2017),99.7644542574558
1952,4,1952 Q4,without Wall Street Journal,positive,Hamilton (2017),99.4070389521214
1953,1,1953 Q1,without Wall Street Journal,positive,Hamilton (2017),99.7653046995249
1953,2,1953 Q2,without Wall Street Journal,positive,Hamilton (2017),99.76396860820276
1953,3,1953 Q3,without Wall Street Journal,positive,Hamilton (2017),99.22359323259792
1953,4,1953 Q4,without Wall Street Journal,positive,Hamilton (2017),99.71737587870604
1954,1,1954 Q1,without Wall Street Journal,positive,Hamilton (2017),99.83847195080213
1954,2,1954 Q2,without Wall Street Journal,positive,Hamilton (2017),99.60437154539773
1954,3,1954 Q3,without Wall Street Journal,positive,Hamilton (2017),99.49286371092381
1954,4,1954 Q4,without Wall Street Journal,positive,Hamilton (2017),99.36398774459798
1955,1,1955 Q1,without Wall Street Journal,positive,Hamilton (2017),99.75708026688085
1955,2,1955 Q2,without Wall Street Journal,positive,Hamilton (2017),99.33496389499436
1955,3,1955 Q3,without Wall Street Journal,positive,Hamilton (2017),99.48175621867512
1955,4,1955 Q4,without Wall Street Journal,positive,Hamilton (2017),99.43847999688784
1956,1,1956 Q1,without Wall Street Journal,positive,Hamilton (2017),99.80695228854812
1956,2,1956 Q2,without Wall Street Journal,positive,Hamilton (2017),99.54567470242779
1956,3,1956 Q3,without Wall Street Journal,positive,Hamilton (2017),99.59353783244075
1956,4,1956 Q4,without Wall Street Journal,positive,Hamilton (2017),99.67220543973664
1957,1,1957 Q1,without Wall Street Journal,positive,Hamilton (2017),99.84350713371259
1957,2,1957 Q2,without Wall Street Journal,positive,Hamilton (2017),99.77688547707471
1957,3,1957 Q3,without Wall Street Journal,positive,Hamilton (2017),99.64934481448935
1957,4,1957 Q4,without Wall Street Journal,positive,Hamilton (2017),99.58074260346802
1958,1,1958 Q1,without Wall Street Journal,positive,Hamilton (2017),99.83419781403396
1958,2,1958 Q2,without Wall Street Journal,positive,Hamilton (2017),99.64334143106802
1958,3,1958 Q3,without Wall Street Journal,positive,Hamilton (2017),99.48849560372119
1958,4,1958 Q4,without Wall Street Journal,positive,Hamilton (2017),99.50490430074416
1959,1,1959 Q1,without Wall Street Journal,positive,Hamilton (2017),99.42857601076469
1959,2,1959 Q2,without Wall Street Journal,positive,Hamilton (2017),99.53967424635344
1959,3,1959 Q3,without Wall Street Journal,positive,Hamilton (2017),99.52383145773271
1959,4,1959 Q4,without Wall Street Journal,positive,Hamilton (2017),99.61441859932401
1960,1,1960 Q1,without Wall Street Journal,positive,Hamilton (2017),99.68943749295536
1960,2,1960 Q2,without Wall Street Journal,positive,Hamilton (2017),99.42799899886606
1960,3,1960 Q3,without Wall Street Journal,positive,Hamilton (2017),99.56393010061892
1960,4,1960 Q4,without Wall Street Journal,positive,Hamilton (2017),99.8378692139311
1961,1,1961 Q1,without Wall Street Journal,positive,Hamilton (2017),99.87858885479035
1961,2,1961 Q2,without Wall Street Journal,positive,Hamilton (2017),99.72693873591534
1961,3,1961 Q3,without Wall Street Journal,positive,Hamilton (2017),99.26501363552686
1961,4,1961 Q4,without Wall Street Journal,positive,Hamilton (2017),99.34131851376101
1962,1,1962 Q1,without Wall Street Journal,positive,Hamilton (2017),99.62052554075683
1962,2,1962 Q2,without Wall Street Journal,positive,Hamilton (2017),99.43483359643255
1962,3,1962 Q3,without Wall Street Journal,positive,Hamilton (2017),99.52342937075996
1962,4,1962 Q4,without Wall Street Journal,positive,Hamilton (2017),99.39323002742415
1963,1,1963 Q1,without Wall Street Journal,positive,Hamilton (2017),99.41990209095044
1963,2,1963 Q2,without Wall Street Journal,positive,Hamilton (2017),98.98504956257135
1963,3,1963 Q3,without Wall Street Journal,positive,Hamilton (2017),99.30840442679384
1963,4,1963 Q4,without Wall Street Journal,positive,Hamilton (2017),99.20833660932027
1964,1,1964 Q1,without Wall Street Journal,positive,Hamilton (2017),99.15146366168786
1964,2,1964 Q2,without Wall Street Journal,positive,Hamilton (2017),99.25934380213282
1964,3,1964 Q3,without Wall Street Journal,positive,Hamilton (2017),99.38069903463742
1964,4,1964 Q4,without Wall Street Journal,positive,Hamilton (2017),99.1811336439655
1965,1,1965 Q1,without Wall Street Journal,positive,Hamilton (2017),99.80384113918086
1965,2,1965 Q2,without Wall Street Journal,positive,Hamilton (2017),99.32648425637841
1965,3,1965 Q3,without Wall Street Journal,positive,Hamilton (2017),99.30010348195466
1965,4,1965 Q4,without Wall Street Journal,positive,Hamilton (2017),98.97510181447086
1966,1,1966 Q1,without Wall Street Journal,positive,Hamilton (2017),99.41450791078626
1966,2,1966 Q2,without Wall Street Journal,positive,Hamilton (2017),99.24953348486875
1966,3,1966 Q3,without Wall Street Journal,positive,Hamilton (2017),99.5209569592697
1966,4,1966 Q4,without Wall Street Journal,positive,Hamilton (2017),99.34826949142744
1967,1,1967 Q1,without Wall Street Journal,positive,Hamilton (2017),99.6515059169597
1967,2,1967 Q2,without Wall Street Journal,positive,Hamilton (2017),99.7528115289664
1967,3,1967 Q3,without Wall Street Journal,positive,Hamilton (2017),99.71664636796216
1967,4,1967 Q4,without Wall Street Journal,positive,Hamilton (2017),99.47678486439062
1968,1,1968 Q1,without Wall Street Journal,positive,Hamilton (2017),100.04855251121381
1968,2,1968 Q2,without Wall Street Journal,positive,Hamilton (2017),99.6749531107159
1968,3,1968 Q3,without Wall Street Journal,positive,Hamilton (2017),99.38130991585143
1968,4,1968 Q4,without Wall Street Journal,positive,Hamilton (2017),99.63267294119643
1969,1,1969 Q1,without Wall Street Journal,positive,Hamilton (2017),99.6208797847076
1969,2,1969 Q2,without Wall Street Journal,positive,Hamilton (2017),99.38095376661892
1969,3,1969 Q3,without Wall Street Journal,positive,Hamilton (2017),99.51139240803263
1969,4,1969 Q4,without Wall Street Journal,positive,Hamilton (2017),99.39835817695176
1970,1,1970 Q1,without Wall Street Journal,positive,Hamilton (2017),99.5119990744696
1970,2,1970 Q2,without Wall Street Journal,positive,Hamilton (2017),99.38925117059102
1970,3,1970 Q3,without Wall Street Journal,positive,Hamilton (2017),99.48123507339893
1970,4,1970 Q4,without Wall Street Journal,positive,Hamilton (2017),99.20913066707955
1971,1,1971 Q1,without Wall Street Journal,positive,Hamilton (2017),99.48526256722835
1971,2,1971 Q2,without Wall Street Journal,positive,Hamilton (2017),99.31142399483542
1971,3,1971 Q3,without Wall Street Journal,positive,Hamilton (2017),99.89237135619962
1971,4,1971 Q4,without Wall Street Journal,positive,Hamilton (2017),99.80655744788672
1972,1,1972 Q1,without Wall Street Journal,positive,Hamilton (2017),99.54324735355988
1972,2,1972 Q2,without Wall Street Journal,positive,Hamilton (2017),99.69826655087053
1972,3,1972 Q3,without Wall Street Journal,positive,Hamilton (2017),100.0485787227369
1972,4,1972 Q4,without Wall Street Journal,positive,Hamilton (2017),99.38105150291818
1973,1,1973 Q1,without Wall Street Journal,positive,Hamilton (2017),100.02408568837956
1973,2,1973 Q2,without Wall Street Journal,positive,Hamilton (2017),100.05404933299982
1973,3,1973 Q3,without Wall Street Journal,positive,Hamilton (2017),100.55124520702779
1973,4,1973 Q4,without Wall Street Journal,positive,Hamilton (2017),99.86000695118919
1974,1,1974 Q1,without Wall Street Journal,positive,Hamilton (2017),100.65661931956299
1974,2,1974 Q2,without Wall Street Journal,positive,Hamilton (2017),100.10212870255164
1974,3,1974 Q3,without Wall Street Journal,positive,Hamilton (2017),100.16851213472471
1974,4,1974 Q4,without Wall Street Journal,positive,Hamilton (2017),100.55129014814528
1975,1,1975 Q1,without Wall Street Journal,positive,Hamilton (2017),100.30806594380026
1975,2,1975 Q2,without Wall Street Journal,positive,Hamilton (2017),99.92473791416005
1975,3,1975 Q3,without Wall Street Journal,positive,Hamilton (2017),99.70767160643001
1975,4,1975 Q4,without Wall Street Journal,positive,Hamilton (2017),99.82209672969513
1976,1,1976 Q1,without Wall Street Journal,positive,Hamilton (2017),99.90456568599325
1976,2,1976 Q2,without Wall Street Journal,positive,Hamilton (2017),100.00348283001296
1976,3,1976 Q3,without Wall Street Journal,positive,Hamilton (2017),100.04354964773228
1976,4,1976 Q4,without Wall Street Journal,positive,Hamilton (2017),99.71722174855316
1977,1,1977 Q1,without Wall Street Journal,positive,Hamilton (2017),99.87443759021053
1977,2,1977 Q2,without Wall Street Journal,positive,Hamilton (2017),99.84140452463467
1977,3,1977 Q3,without Wall Street Journal,positive,Hamilton (2017),100.05793014074277
1977,4,1977 Q4,without Wall Street Journal,positive,Hamilton (2017),99.94690275271071
1978,1,1978 Q1,without Wall Street Journal,positive,Hamilton (2017),99.97732501865808
1978,2,1978 Q2,without Wall Street Journal,positive,Hamilton (2017),100.37797089202098
1978,3,1978 Q3,without Wall Street Journal,positive,Hamilton (2017),100.55165001496921
1978,4,1978 Q4,without Wall Street Journal,positive,Hamilton (2017),99.99235610355078
1979,1,1979 Q1,without Wall Street Journal,positive,Hamilton (2017),100.29170300898659
1979,2,1979 Q2,without Wall Street Journal,positive,Hamilton (2017),100.26854635004022
1979,3,1979 Q3,without Wall Street Journal,positive,Hamilton (2017),100.7740165877555
1979,4,1979 Q4,without Wall Street Journal,positive,Hamilton (2017),100.59861574654526
1980,1,1980 Q1,without Wall Street Journal,positive,Hamilton (2017),101.43354776992147
1980,2,1980 Q2,without Wall Street Journal,positive,Hamilton (2017),100.85416184800664
1980,3,1980 Q3,without Wall Street Journal,positive,Hamilton (2017),100.88222872383957
1980,4,1980 Q4,without Wall Street Journal,positive,Hamilton (2017),100.70786892715407
1981,1,1981 Q1,without Wall Street Journal,positive,Hamilton (2017),100.96229468773079
1981,2,1981 Q2,without Wall Street Journal,positive,Hamilton (2017),101.08608033703555
1981,3,1981 Q3,without Wall Street Journal,positive,Hamilton (2017),100.67210319422496
